id,geom,amenities_500,leisure_500
9603803,"40.68777,-73.9387",9,4
9603991,"40.76769,-73.988",93,13
9605039,"40.78495,-73.9503",59,8
9606832,"40.72304,-73.95239",53,9
9607482,"40.7532,-73.96711",69,14
9607855,"40.7261,-74.00281",155,25
9607952,"40.70835,-74.00702",146,19
9607995,"40.72401,-73.98061",80,12
9609049,"40.71984,-73.95386",85,10
9609246,"40.74899,-73.97301",107,14
9609762,"40.80219,-73.96618",69,10
9609800,"40.83625,-73.93753",1,4
9609825,"40.74761,-73.99761",88,3
9610704,"40.73436,-73.99994",129,22
9610982,"40.80508,-73.96262",48,16
9611121,"40.66909,-73.95144",15,1
9611372,"40.68002,-73.99626",40,5
9611586,"40.74361,-73.99503",119,1
9612260,"40.6776,-74.0014",19,8
9612938,"40.83549,-73.93968",4,6
9613369,"40.78095,-73.98178",67,8
9613465,"40.79622,-73.97059",65,7
9613541,"40.77211,-73.92055",19,10
9613626,"40.70436,-73.93225",30,4
9614378,"40.75246,-73.97171",122,13
9614552,"40.68316,-73.99775",53,2
9614672,"40.76406,-73.98705",182,9
9614785,"40.6454,-74.00782",12,2
9614933,"40.70863,-73.95328",35,16
9614969,"40.79651,-73.93184",11,3
9615209,"40.74572,-73.95679",39,8
9615417,"40.68534,-73.95533",17,4
9615485,"40.76108,-73.95058",2,10
9615727,"40.70393,-73.9284",52,4
9615815,"40.74054,-73.97626",48,7
9616453,"40.80838,-73.95995",32,13
9616729,"40.68901,-73.95057",10,5
9617219,"40.66374,-73.91733",0,4
9618477,"40.72888,-73.98193",117,13
9618986,"40.67695,-73.91567",2,6
9619848,"40.79686,-73.9459",25,6
9623722,"40.80263,-73.94662",21,4
9624177,"40.70983,-73.96494",41,18
9625266,"40.76278,-73.97443",103,5
9625826,"40.66145,-73.96005",7,2
9625926,"40.68406,-73.99156",58,6
9627513,"40.80272,-73.95564",34,8
9628471,"40.68545,-73.95883",26,5
9630295,"40.68379,-73.94648",9,4
9630342,"40.72554,-73.9838",161,15
9631380,"40.7659,-73.98674",134,8
9631464,"40.79509,-73.96649",67,5
9633119,"40.71621,-73.93941",23,3
9633323,"40.75697,-73.91847",40,4
9633740,"40.72422,-73.98465",156,16
9633920,"40.66426,-73.94758",4,2
9634829,"40.80464,-73.95637",34,14
9634880,"40.68608,-73.93015",12,2
9635223,"40.68661,-73.91944",13,3
9635607,"40.6424,-73.91275",1,2
9635880,"40.73168,-73.95829",24,6
9635981,"40.65992,-73.98403",20,4
9637937,"40.72043,-73.98916",170,16
9644430,"40.68673,-73.95829",27,3
9644961,"40.71769,-73.9544",89,15
9645073,"40.73857,-73.98335",118,8
9645338,"40.66931,-73.9555",25,1
9645768,"40.72941,-74.00481",169,20
9645934,"40.71322,-73.83493",17,8
9646346,"40.7233,-73.98819",176,11
9646874,"40.72798,-73.95038",34,0
9647235,"40.7276,-73.85183",20,5
9647450,"40.61952,-73.96928",0,1
9649558,"40.69347,-73.967",36,7
9652170,"40.71205,-73.95787",64,22
9652365,"40.73419,-73.95905",24,5
9652413,"40.80407,-73.95762",31,15
9652438,"40.68781,-73.91695",10,2
9652591,"40.76561,-73.9248",56,1
9652949,"40.76112,-73.9146",54,2
9653005,"40.67629,-73.96208",56,3
9654190,"40.78494,-73.97663",89,6
9660635,"40.68736,-73.92369",10,4
9660751,"40.72316,-73.9844",149,14
9662070,"40.70435,-73.91646",44,0
9663062,"40.75806,-73.91345",24,5
9664497,"40.70433,-73.92652",46,3
9665709,"40.74391,-73.95461",39,8
9668485,"40.79479,-73.94919",15,7
9668948,"40.85,-73.93797",19,4
9669305,"40.72459,-73.99366",162,10
9670233,"40.72846,-73.98987",153,7
9674142,"40.76768,-73.90986",22,2
9674453,"40.76923,-73.91203",28,4
9674869,"40.76933,-73.91164",24,4
9674880,"40.7608,-73.9947",112,6
9675061,"40.7718,-73.94916",43,3
9675064,"40.63013,-73.90809",0,1
9675609,"40.70997,-73.94297",22,2
9676482,"40.68986,-73.95892",25,7
9676890,"40.70796,-73.95035",24,9
9677744,"40.82476,-73.9438",21,8
9677912,"40.69218,-73.93574",3,6
9678112,"40.71462,-73.94641",63,6
9678327,"40.71,-73.95507",54,21
9678488,"40.73702,-74.00633",96,20
9678870,"40.67632,-73.98116",73,4
9679058,"40.70794,-73.9566",24,18
9679278,"40.7005,-73.92814",44,3
9679289,"40.70633,-73.92231",42,3
9679310,"40.73429,-73.98689",109,6
9679337,"40.71436,-73.95421",90,18
9679935,"40.75328,-73.97212",134,13
9682617,"40.74695,-73.98062",200,3
9682862,"40.8241,-73.95259",16,7
9682898,"40.71211,-73.95949",70,24
9683486,"40.75965,-73.95125",3,9
9683691,"40.65373,-73.95535",6,2
9684366,"40.79499,-73.96631",61,5
9684503,"40.75658,-73.92181",37,3
9684732,"40.66951,-73.94931",6,1
9684998,"40.77849,-73.95046",106,3
9685104,"40.76359,-73.94982",3,9
9685114,"40.68878,-73.97995",38,4
14707648,"40.58634,-73.81867",4,1
14707675,"40.72163,-73.98715",156,15
14708459,"40.76137,-73.91109",32,2
14709693,"40.86238,-73.92806",12,6
14710763,"40.69532,-73.94407",3,8
14711796,"40.70483,-74.01545",74,15
14712466,"40.65446,-73.92613",1,1
14713599,"40.70774,-73.94819",24,7
14713835,"40.86438,-73.92787",13,5
14714093,"40.82315,-73.93726",4,12
14714894,"40.69174,-73.91141",20,3
14716077,"40.73374,-73.95617",26,5
14716155,"40.69625,-73.93696",9,7
14716403,"40.70525,-73.93281",29,5
14716586,"40.69784,-73.93694",9,7
14721931,"40.76142,-73.99248",154,4
14722273,"40.76071,-73.99032",202,4
14723039,"40.69173,-73.95885",25,6
14723166,"40.73711,-73.98573",114,6
14723697,"40.75539,-73.91709",26,4
14724015,"40.79371,-73.96708",56,6
14724181,"40.8305,-73.9437",21,6
14724479,"40.89581,-73.89778",0,4
14726498,"40.86763,-73.91792",9,2
14726699,"40.69961,-73.81264",12,3
14728630,"40.66894,-73.98516",59,1
14728788,"40.58615,-73.94784",24,4
14730708,"40.7791,-73.98182",61,9
14733932,"40.69568,-73.93384",13,9
14737992,"40.82483,-73.95394",17,6
14738709,"40.76025,-73.99811",59,8
14741343,"40.65549,-73.96183",6,4
14741623,"40.68179,-73.95252",16,2
14743469,"40.60749,-73.99225",4,2
14744425,"40.80429,-73.96499",49,12
14744735,"40.7272,-73.94374",11,2
14744794,"40.82475,-73.9507",23,7
14744912,"40.7014,-73.91798",59,4
14745847,"40.75797,-73.97004",102,5
14746873,"40.69621,-73.84532",5,1
14747893,"40.68548,-73.96625",36,6
14749932,"40.71906,-73.95726",76,11
14756273,"40.77392,-73.91678",20,10
14756913,"40.68112,-73.9302",14,4
14756990,"40.68891,-73.92084",8,3
14757774,"40.70497,-73.9233",47,3
14759511,"40.73271,-73.95536",26,6
14759843,"40.68253,-73.9501",14,3
14759851,"40.76144,-73.98849",230,5
14759888,"40.73029,-73.98725",163,7
14760211,"40.78321,-73.95646",42,3
14760402,"40.74634,-73.9179",17,24
14760567,"40.80676,-73.94658",30,6
14761949,"40.82489,-73.95337",19,7
14763045,"40.71588,-73.94297",33,5
14763255,"40.68683,-73.95004",11,6
14767195,"40.73967,-73.92367",24,4
14768563,"40.66028,-73.961",9,1
14769619,"40.67539,-73.89039",1,6
14769785,"40.67181,-73.925",1,3
14770256,"40.61679,-73.96016",1,3
14771917,"40.70542,-73.92025",43,2
14772328,"40.71417,-73.94463",45,4
14772701,"40.71943,-73.94255",24,9
14774206,"40.80093,-73.9601",41,11
14774459,"40.79834,-73.94761",13,6
14776203,"40.68793,-73.95246",15,8
14777684,"40.68358,-73.7967",1,1
14778622,"40.70052,-73.75184",0,1
14779359,"40.8222,-73.94323",8,8
14779590,"40.716,-73.955",95,13
14781268,"40.69951,-73.92848",35,3
14783267,"40.66961,-73.97991",49,2
14783394,"40.68815,-73.91344",11,3
14783847,"40.75586,-73.96185",23,10
14784377,"40.81285,-73.95439",28,10
14784557,"40.76688,-73.99402",33,7
14784793,"40.63825,-73.95654",1,0
14787061,"40.81344,-73.93454",3,5
14787179,"40.71153,-73.94215",27,2
14787406,"40.83315,-73.94108",6,6
14787727,"40.68182,-73.99208",47,6
14787776,"40.7121,-73.9623",68,23
14788009,"40.78031,-73.91003",7,2
14789008,"40.58249,-73.95347",20,7
14790550,"40.59544,-73.97087",1,3
14795784,"40.6758,-73.96251",56,3
14796894,"40.74246,-73.9954",122,1
14798850,"40.69576,-73.96137",10,8
14798941,"40.70468,-73.92568",47,2
14800184,"40.69063,-73.93947",3,5
14802377,"40.67532,-73.93986",5,5
14802396,"40.67861,-73.98066",79,4
14803168,"40.76938,-73.98689",80,16
14804661,"40.63333,-74.11311",3,2
14804934,"40.78608,-73.94305",29,9
14805984,"40.63949,-73.90585",0,1
14807279,"40.68612,-73.95927",27,5
14807332,"40.7658,-73.98795",125,8
14807716,"40.72107,-73.943",21,9
14807890,"40.79986,-73.96415",62,12
14808499,"40.71984,-73.94303",22,10
14808561,"40.74185,-73.90684",15,6
14808832,"40.77544,-73.95577",118,1
14808890,"40.69416,-73.84698",7,1
14809302,"40.65934,-73.95937",11,2
14809342,"40.72191,-73.99472",189,10
14815997,"40.77273,-73.96344",46,1
14817571,"40.77013,-73.92092",39,7
14817574,"40.72807,-73.99925",173,17
14818234,"40.73815,-73.98443",115,8
14819796,"40.67718,-73.99493",23,5
14821133,"40.72931,-73.97925",54,14
14821494,"40.74461,-73.992",143,4
14821756,"40.74864,-73.85436",5,4
14822309,"40.82966,-73.95021",23,3
14823020,"40.7058,-73.91041",25,1
14823077,"40.78962,-73.94837",40,11
14823526,"40.72281,-73.9987",149,10
14824160,"40.71775,-73.99509",269,20
14824230,"40.80576,-73.95832",36,16
14824875,"40.6735,-73.89635",1,4
14825405,"40.57701,-73.96616",8,5
14826817,"40.64088,-73.96306",14,0
14826900,"40.71122,-73.95922",67,26
14827265,"40.72194,-73.9983",165,7
14827418,"40.72293,-73.99952",162,12
14827512,"40.72364,-73.99923",158,12
14827752,"40.72989,-73.9888",171,6
14832329,"40.68439,-73.96336",30,4
14834097,"40.76356,-73.96082",50,6
14834733,"40.69018,-73.92166",7,2
14835065,"40.73293,-73.99846",157,17
14835632,"40.70352,-73.92971",42,4
14835670,"40.69042,-73.942",4,7
14837052,"40.7155,-74.00754",85,20
14837884,"40.72179,-73.99795",167,6
14838160,"40.69218,-73.97138",33,7
14838808,"40.72198,-74.00296",122,13
14839106,"40.70812,-73.94003",14,4
14839830,"40.72363,-73.80285",0,2
14839995,"40.67171,-73.97607",34,4
14840286,"40.68785,-73.92412",9,4
14840323,"40.70461,-73.92297",53,2
14840822,"40.75015,-73.97082",69,13
14841128,"40.68234,-73.94943",14,3
14841838,"40.75495,-73.87774",17,8
14842856,"40.65348,-74.00255",23,2
14842991,"40.76749,-73.95471",58,4
14843464,"40.72043,-73.94253",20,9
14843553,"40.75122,-73.99658",106,7
14850904,"40.66148,-73.98942",30,3
14851247,"40.79853,-73.93772",21,6
14851292,"40.81506,-73.93567",5,4
14851530,"40.71254,-73.96411",68,14
14853361,"40.69803,-73.97205",5,4
14854002,"40.73825,-73.92919",5,2
14854013,"40.74473,-73.91334",8,25
14854430,"40.73001,-73.98464",146,10
14854453,"40.77819,-73.94597",55,3
14855614,"40.76419,-73.98053",162,7
14856742,"40.69924,-73.91261",67,6
14856799,"40.7459,-73.83298",0,2
14858190,"40.72088,-73.97825",27,8
14858485,"40.69328,-73.95447",13,8
14858544,"40.75005,-73.99898",66,5
14858777,"40.81172,-73.94456",18,10
14864014,"40.67162,-73.95009",9,1
14865705,"40.75338,-73.82342",18,11
14867152,"40.69154,-73.93094",5,5
14868158,"40.69945,-73.92771",35,3
14868347,"40.76556,-73.98197",157,5
14868631,"40.68327,-73.92598",11,7
14868857,"40.71906,-73.94394",29,10
14869260,"40.78194,-73.94791",73,6
14869271,"40.67915,-73.98157",71,4
14869440,"40.67541,-73.95221",35,1
14870802,"40.72204,-73.99705",155,6
14871074,"40.69983,-73.92981",35,5
14871736,"40.68475,-73.97986",56,5
14878046,"40.71534,-73.99918",190,18
14880613,"40.72891,-73.98868",180,7
14881637,"40.76505,-73.97857",132,6
14881794,"40.81231,-73.95858",23,12
14882046,"40.80697,-73.945",26,6
14882137,"40.70925,-73.91124",16,2
14882283,"40.86541,-73.92106",13,6
14882309,"40.64028,-73.96095",8,0
14883818,"40.69901,-73.90168",45,2
14884030,"40.75253,-73.9315",30,4
14885186,"40.69385,-73.94413",3,10
14886600,"40.75735,-73.96438",71,10
14887025,"40.74615,-73.99182",155,6
14887088,"40.58664,-73.81295",5,1
14888012,"40.67257,-73.89082",0,6
14892623,"40.59385,-74.08825",1,1
14894267,"40.79501,-73.97132",70,7
14899111,"40.73537,-74.00209",121,16
14899810,"40.77972,-73.94543",63,6
14902084,"40.70402,-74.00776",113,13
5268960,"40.72402,-73.95025",38,10
5269840,"40.65491,-73.9222",0,1
5270589,"40.72787,-73.98969",150,7
5271661,"40.77484,-73.98659",30,18
5271997,"40.77311,-73.98606",42,17
5276602,"40.68557,-73.97073",50,8
5276704,"40.76771,-73.95844",62,3
5276908,"40.68792,-73.97319",38,7
5277117,"40.67221,-73.95584",36,3
5277242,"40.70629,-73.92884",36,3
5278810,"40.67382,-73.96782",36,6
5278927,"40.72546,-73.94046",7,4
5279859,"40.74084,-73.98008",124,8
5279902,"40.73861,-73.99482",94,4
5279925,"40.73279,-73.98746",123,7
5284341,"40.73973,-73.90731",4,3
5285141,"40.70903,-73.95936",40,21
5285553,"40.79303,-73.93368",12,4
5285867,"40.64858,-73.96378",5,3
5286096,"40.7461,-73.98632",215,5
5286482,"40.62636,-73.9627",2,2
5287414,"40.73765,-73.98366",98,8
5287733,"40.66788,-73.82419",1,1
5288228,"40.83875,-73.88728",1,13
5288376,"40.78785,-73.97717",89,3
5288942,"40.69804,-73.90683",55,2
5292616,"40.73933,-73.99879",98,8
5293662,"40.69358,-73.96966",39,7
5295884,"40.799,-73.9428",14,4
5297292,"40.68211,-73.92121",10,6
5297788,"40.67411,-73.93843",3,4
5298299,"40.73885,-73.99701",93,8
5298458,"40.85341,-73.93181",13,8
5298896,"40.70457,-74.00952",117,20
5299177,"40.67986,-73.97027",59,5
5300082,"40.72956,-73.98166",114,12
5301003,"40.66485,-73.98543",49,3
5302719,"40.6774,-73.98247",74,4
5303100,"40.72556,-73.94104",7,4
5304431,"40.72738,-73.94077",3,2
5305619,"40.70429,-73.93793",21,4
5309343,"40.73183,-74.00649",123,21
5309460,"40.83299,-73.94527",12,7
5309810,"40.80446,-73.95786",33,16
5309959,"40.69509,-73.83203",2,1
5313584,"40.67464,-73.95735",36,3
5315796,"40.73075,-74.00233",184,21
5315798,"40.71425,-73.96054",98,14
5316158,"40.68378,-73.96483",38,3
5316266,"40.81186,-73.94019",13,12
5316377,"40.6686,-73.93037",3,1
5316908,"40.76917,-73.98488",87,15
5317871,"40.68436,-73.9735",48,7
5318322,"40.68095,-73.98901",36,6
5319150,"40.71323,-73.95852",84,19
5319431,"40.78866,-73.95461",22,5
5319785,"40.73627,-73.9802",43,8
5320983,"40.7043,-73.98667",16,12
5325551,"40.68076,-73.91673",8,8
5326138,"40.70745,-73.92255",35,3
5327035,"40.67784,-73.94995",20,4
5327598,"40.72259,-73.98502",144,16
5328543,"40.67209,-73.94899",10,2
5334478,"40.74326,-74.00004",103,5
5335792,"40.72825,-73.98879",163,7
5336588,"40.80249,-73.93463",9,10
5337757,"40.72722,-73.94209",6,3
5338293,"40.72578,-73.99998",177,24
5340170,"40.67487,-73.98459",69,4
5340262,"40.74569,-73.83299",0,2
5341379,"40.68894,-73.9803",38,4
5343821,"40.75624,-73.96417",55,9
5344850,"40.74705,-73.89564",27,8
5345293,"40.69165,-73.99764",36,4
5346488,"40.694,-73.93472",12,9
5346743,"40.63304,-74.02811",22,2
5352301,"40.65777,-73.92263",0,1
5352802,"40.75045,-73.98456",159,5
5353312,"40.77528,-73.95238",115,0
5353431,"40.69365,-73.95841",14,6
5353612,"40.73433,-74.00588",111,22
5353815,"40.6549,-73.95432",4,2
5354632,"40.87206,-73.92946",1,2
5354796,"40.85535,-73.91388",1,6
5358354,"40.76685,-73.98644",123,12
5359410,"40.6983,-73.92607",26,3
5361021,"40.84522,-73.93952",9,6
5361824,"40.71539,-73.95426",90,15
5362041,"40.80917,-73.95405",43,9
5362279,"40.69482,-73.99222",33,9
5363669,"40.79312,-73.94115",29,5
5363874,"40.74205,-73.97997",149,6
5364134,"40.66305,-73.9886",37,3
5364337,"40.68767,-73.94147",4,6
5364814,"40.70018,-73.92586",41,2
5365190,"40.71186,-73.96115",73,27
5366126,"40.66126,-73.96257",8,2
5370580,"40.73886,-73.85147",3,6
5371463,"40.69076,-73.95481",22,6
5372082,"40.68558,-73.98175",44,6
5372526,"40.71952,-73.99313",255,15
5373297,"40.67092,-73.98759",54,2
5373703,"40.68943,-73.96635",39,8
5374226,"40.73554,-73.98855",113,4
5376069,"40.73666,-74.00691",93,18
5381943,"40.77993,-73.94879",99,5
5382755,"40.6593,-73.93512",2,1
5383005,"40.70713,-73.94537",24,7
5384643,"40.69105,-73.97356",40,7
5384774,"40.59696,-73.75524",0,6
5385943,"40.83242,-73.93931",5,6
5386402,"40.71395,-73.96298",85,12
5389907,"40.7636,-73.926",62,1
5390483,"40.77461,-73.98899",13,13
5390882,"40.80226,-73.94506",20,3
5392517,"40.67494,-73.95841",50,3
5395116,"40.79368,-73.97324",68,8
5395679,"40.69829,-73.90771",60,2
5396325,"40.72559,-73.95384",50,7
5396701,"40.73117,-73.98335",124,10
5396801,"40.58343,-73.95386",20,5
5397157,"40.72071,-73.94902",50,13
5397568,"40.82313,-73.94982",14,7
5401148,"40.74742,-73.99617",107,4
5402239,"40.71475,-73.95557",101,16
5402632,"40.75755,-73.99305",186,4
5402672,"40.74746,-73.97883",164,4
5404201,"40.67665,-73.97094",52,5
5404627,"40.71208,-73.95091",48,15
5406041,"40.72755,-73.97876",54,13
5406067,"40.73879,-73.97994",84,8
5406167,"40.70696,-73.91155",22,3
5406187,"40.65323,-73.96223",4,4
5409372,"40.65497,-73.97459",5,8
5409607,"40.76235,-73.96005",50,6
5410897,"40.66832,-73.98754",53,2
5411787,"40.63692,-74.0276",20,4
5412567,"40.68856,-73.95315",14,7
5413565,"40.70882,-73.93705",16,2
5414178,"40.6769,-73.96485",53,5
5414471,"40.72533,-73.94014",8,4
5414911,"40.74428,-73.8333",0,2
5418312,"40.76181,-73.96127",59,5
5418807,"40.59968,-73.76452",0,2
5419405,"40.67757,-73.99617",23,5
5420456,"40.77529,-73.98192",49,14
5423135,"40.78026,-73.9529",103,2
5424042,"40.75077,-73.80676",0,2
5424994,"40.72593,-74.00185",159,27
5429358,"40.71813,-73.95758",93,14
5430560,"40.7717,-73.98759",45,14
5430658,"40.68182,-73.95152",16,3
5431845,"40.75104,-73.93863",40,9
5432089,"40.82249,-73.94479",12,8
5432178,"40.71551,-73.9436",40,4
5432597,"40.74352,-73.97859",142,4
5432743,"40.69987,-73.93216",25,5
5433287,"40.73418,-73.9893",111,5
5433367,"40.72665,-73.94832",41,4
5433746,"40.68406,-73.91612",13,5
5433967,"40.68369,-73.91349",8,4
5434150,"40.72937,-74.00125",180,19
5434197,"40.81663,-73.95315",5,8
5434655,"40.79584,-73.97156",64,7
5439148,"40.67734,-73.96433",54,4
5439372,"40.79963,-73.94628",13,4
5442054,"40.68969,-73.97797",38,7
5442313,"40.68054,-73.91374",4,6
5442584,"40.76115,-73.98224",233,5
5443318,"40.76615,-73.9879",112,8
5443581,"40.70892,-73.94982",29,8
5445314,"40.70299,-73.98624",18,14
5445743,"40.6848,-73.94939",13,5
5447255,"40.76387,-73.99039",135,6
5447434,"40.7634,-73.98928",169,6
5451108,"40.73556,-73.9557",15,7
5454050,"40.76494,-73.9881",152,9
5458432,"40.83161,-73.91958",2,10
5465270,"40.68557,-73.99074",64,5
5466630,"40.68481,-73.93187",14,4
5466680,"40.76602,-73.99249",67,6
5470350,"40.81574,-73.94877",10,7
5475870,"40.76909,-73.98639",84,16
5476046,"40.67615,-73.92945",3,4
5476474,"40.76571,-73.99482",29,7
5477034,"40.71538,-73.94527",53,5
5477876,"40.73406,-73.95551",26,6
5478741,"40.74447,-73.98362",202,5
5478901,"40.82205,-73.94523",11,8
5481762,"40.68685,-73.95526",19,4
5482031,"40.8434,-73.94139",9,7
5482918,"40.6631,-73.76749",1,1
5487204,"40.67044,-73.94292",2,1
5490366,"40.69024,-73.9059",12,2
5490833,"40.69195,-73.93487",5,7
5491149,"40.76272,-73.96775",75,3
5492696,"40.74761,-73.89466",32,10
5494750,"40.66087,-73.93516",2,1
5495026,"40.65881,-73.93376",2,0
5495927,"40.83887,-73.88805",1,14
16014657,"40.74644,-73.94479",27,10
16014708,"40.80313,-73.95027",33,6
16014791,"40.75536,-73.9995",49,7
16015053,"40.71304,-73.96381",74,13
16015571,"40.62531,-73.93414",0,1
16017948,"40.64277,-73.94715",2,1
16018094,"40.75381,-73.97125",109,11
16018596,"40.82204,-73.94517",11,8
16019792,"40.63291,-73.94302",0,2
16023497,"40.68309,-73.98529",27,5
16024539,"40.72413,-73.9509",41,8
16025835,"40.75555,-73.76515",3,3
16026000,"40.75976,-73.97178",119,5
16026135,"40.70564,-73.89246",23,2
16026567,"40.70875,-73.94478",20,5
16026815,"40.75559,-73.9208",24,3
16027312,"40.7806,-73.95178",111,2
16027606,"40.67776,-73.92754",2,5
16027709,"40.7082,-73.94476",20,5
16027733,"40.77261,-73.94995",56,3
16028015,"40.7635,-73.97677",110,6
16028674,"40.72008,-73.98865",161,19
16029127,"40.75246,-73.97356",135,13
16032177,"40.74344,-73.99506",120,1
16036569,"40.76435,-73.92001",93,2
16036654,"40.7341,-74.00104",140,20
16037130,"40.72796,-74.00154",169,21
16037497,"40.73596,-74.00927",64,11
16037576,"40.77128,-73.95787",106,1
16037703,"40.68903,-73.91828",10,2
16039453,"40.69469,-73.78196",1,5
16040229,"40.76807,-73.98418",117,12
16040987,"40.66209,-73.92913",1,1
16041091,"40.77105,-73.9863",52,15
16048422,"40.73419,-73.95675",25,5
16050081,"40.68257,-73.99626",56,3
16050276,"40.68792,-73.92411",9,4
16050505,"40.69519,-73.95107",8,5
16050862,"40.71683,-73.94448",36,7
16051971,"40.78892,-73.94185",21,12
16053606,"40.77815,-73.97574",44,4
16054200,"40.73204,-73.98364",110,10
16054225,"40.782,-73.95143",88,4
16054732,"40.68376,-73.95851",28,3
16054883,"40.86271,-73.92872",12,7
16055176,"40.72754,-73.98329",130,11
16055506,"40.7322,-73.89944",4,2
16056111,"40.70775,-73.94611",24,7
16056317,"40.85018,-73.9167",1,11
16056573,"40.68482,-73.96075",25,6
16058082,"40.84862,-73.92412",0,14
16062739,"40.6892,-73.95352",13,7
16063467,"40.73469,-73.95527",21,7
16063885,"40.80761,-73.95416",45,11
16064539,"40.69467,-73.923",8,7
16065618,"40.76009,-73.98937",234,4
16066223,"40.86757,-73.92699",11,4
16066417,"40.69369,-73.9291",10,7
16067542,"40.67001,-73.96197",28,5
16067816,"40.64908,-74.01418",5,4
16068067,"40.63647,-73.97463",5,3
16068281,"40.71608,-73.99233",219,21
16068953,"40.6758,-73.93932",9,5
16069120,"40.74292,-73.99969",108,5
16069784,"40.78955,-73.83921",0,2
16069925,"40.80325,-73.96174",53,14
16071397,"40.73257,-73.98234",92,9
16072214,"40.64111,-73.95667",0,0
16078800,"40.72666,-73.97969",82,14
16081021,"40.71032,-73.91461",8,4
16081134,"40.70627,-73.94947",6,10
16081163,"40.67532,-73.94138",5,4
16081508,"40.66754,-73.98268",58,1
16082711,"40.59784,-74.08391",2,1
16082923,"40.59098,-73.80081",1,5
16083168,"40.6266,-73.90375",0,2
16083752,"40.77129,-73.9501",47,3
16085004,"40.72254,-73.90561",6,7
16085088,"40.62876,-73.92203",1,2
16085206,"40.74128,-73.97863",117,6
16085227,"40.72043,-73.95508",88,11
16085436,"40.76904,-73.81687",3,3
16085817,"40.65563,-74.00197",21,1
16086039,"40.8013,-73.96669",72,10
16086320,"40.65477,-74.001",20,1
16086382,"40.73073,-73.98652",155,7
16086891,"40.65508,-74.00188",19,1
16086949,"40.77833,-73.94775",85,3
16087249,"40.75356,-73.97155",120,12
16087406,"40.75368,-73.97358",141,12
16087737,"40.59679,-74.083",2,1
16095062,"40.69487,-73.96572",23,9
16095115,"40.71339,-73.98926",84,25
16095512,"40.66675,-73.92958",1,1
16095875,"40.67414,-73.96723",37,6
16096372,"40.809,-73.9661",14,6
16097336,"40.59703,-74.08676",1,1
16097690,"40.59704,-74.08716",1,1
16097822,"40.59587,-74.08614",1,2
16098020,"40.75162,-73.9732",119,13
16098175,"40.59719,-74.08754",1,0
16099007,"40.76819,-73.92755",32,4
16099666,"40.7524,-73.97153",114,13
16100032,"40.75362,-73.97332",140,12
16100652,"40.6799,-73.99722",39,4
16100819,"40.71026,-73.94744",41,5
16101054,"40.74446,-73.98044",180,5
16103920,"40.73992,-74.00221",114,12
16107664,"40.74694,-73.99728",105,3
16108194,"40.73124,-73.95527",27,6
16110204,"40.66459,-73.9905",40,3
16111812,"40.75094,-73.85244",4,7
16112503,"40.7324,-73.99708",139,21
16112663,"40.77316,-73.94495",10,3
16113712,"40.80764,-73.93963",12,14
16113842,"40.72641,-73.94657",38,5
16119492,"40.71603,-73.96426",71,8
16119541,"40.68424,-73.98545",38,5
16120533,"40.63485,-73.92055",0,3
16120794,"40.74208,-74.00121",113,6
16120840,"40.76409,-73.9791",144,7
16122024,"40.84657,-73.9357",14,6
16122082,"40.83493,-73.93859",2,4
16122223,"40.78859,-73.97568",84,7
16122441,"40.81067,-73.93896",8,17
16123133,"40.69015,-73.97264",45,8
16123657,"40.75574,-73.9705",108,10
16123943,"40.59412,-74.06955",1,2
16124987,"40.81783,-73.94051",11,5
16130658,"40.72725,-73.944",11,2
16131672,"40.7687,-73.95596",73,3
16132114,"40.63267,-74.08369",2,3
16133101,"40.69512,-73.94978",7,5
16133127,"40.72624,-73.978",47,13
16133543,"40.68239,-73.89319",2,2
16134738,"40.61426,-73.97746",5,3
16134745,"40.71014,-73.96384",51,18
16135399,"40.79528,-73.97325",67,6
16135897,"40.69383,-73.94326",3,10
16136213,"40.68338,-73.9078",3,3
16136287,"40.68987,-73.96095",26,8
16140364,"40.69278,-73.95987",17,7
16140940,"40.67549,-73.96598",47,6
16141267,"40.6901,-73.91447",13,2
16141887,"40.68778,-73.91381",10,3
16143844,"40.82191,-73.9419",7,9
16143905,"40.72171,-73.95487",77,9
16143977,"40.68423,-73.95715",24,2
16144479,"40.73385,-73.99928",133,17
16144586,"40.67034,-73.95169",21,0
16144596,"40.82349,-73.94053",7,11
16145655,"40.74535,-73.91985",26,23
16145871,"40.6734,-73.98235",74,3
16145967,"40.80397,-73.93499",8,11
16146442,"40.66838,-73.93134",2,1
16146708,"40.81749,-73.94315",12,5
16146834,"40.74658,-73.87358",6,2
16147001,"40.71319,-73.93606",4,1
16147164,"40.72174,-73.99482",189,11
16147304,"40.75302,-73.97221",134,13
16147405,"40.71329,-73.96223",84,16
16148036,"40.85711,-73.86474",6,2
16148051,"40.67368,-73.92165",1,2
16148141,"40.85425,-73.93585",21,5
16148374,"40.796,-73.94863",13,7
16148563,"40.79147,-73.94791",38,10
16148691,"40.82408,-73.94643",19,9
16148973,"40.73121,-73.98693",142,8
16149186,"40.89743,-73.86983",5,4
16153863,"40.70389,-73.92771",54,3
16154699,"40.80695,-73.94982",45,9
16154904,"40.72075,-73.99393",229,13
16155648,"40.70272,-73.93005",40,4
16156753,"40.71746,-73.85667",8,4
16157387,"40.81588,-73.93984",7,6
16157731,"40.69107,-73.99378",51,6
