id,geom,amenities_500,leisure_500
2267177,"40.655,-74.00676",19,2
2267692,"40.7272,-73.94176",4,3
2268632,"40.73817,-73.92463",9,3
2268845,"40.74438,-73.97744",129,4
2269104,"40.7095,-73.78828",8,5
2271504,"40.68766,-73.96439",25,3
2271792,"40.78345,-73.97858",81,5
2272080,"40.68107,-73.98245",53,4
2272739,"40.7358,-73.99677",100,11
2272872,"40.76726,-73.98285",138,10
2273019,"40.77018,-73.98643",55,17
2273613,"40.67632,-73.99204",15,6
2273733,"40.73357,-73.99767",136,15
2274084,"40.74215,-73.98018",151,7
2274268,"40.7604,-73.9922",178,4
2276065,"40.75225,-73.98725",179,7
2276383,"40.7335,-73.99834",149,15
2277707,"40.78498,-73.97284",72,6
2279335,"40.71947,-73.9552",87,11
2281142,"40.73323,-73.98859",124,7
2281147,"40.76292,-73.98128",185,7
2282085,"40.71969,-73.9583",69,10
2283001,"40.68123,-73.99558",42,4
2283143,"40.78269,-73.9839",31,6
2284454,"40.76904,-73.95435",71,2
2284484,"40.79822,-73.97059",56,8
2284809,"40.69982,-73.9249",42,3
2285355,"40.77859,-73.97964",56,7
2285440,"40.73052,-73.95568",26,4
2285444,"40.73521,-74.00089",124,16
2288762,"40.74398,-73.97662",106,6
2289119,"40.71725,-73.96249",78,10
19910074,"40.67654,-73.97144",51,5
19910558,"40.68432,-73.96376",31,4
19910666,"40.75856,-73.99057",228,5
19910689,"40.81745,-73.94203",13,6
19910725,"40.72918,-73.99889",176,18
19910952,"40.62967,-74.1285",1,1
19911620,"40.80013,-73.95998",36,11
19911716,"40.7252,-73.99805",162,16
19911778,"40.62992,-74.01753",8,5
19911921,"40.72688,-73.98546",161,14
19912065,"40.59408,-73.94372",1,3
19912256,"40.71466,-73.94448",46,6
19912332,"40.72592,-73.98862",187,14
19912495,"40.71954,-73.99667",208,13
19912535,"40.72574,-73.98498",163,17
19912628,"40.77787,-73.90848",25,3
19912814,"40.68999,-73.92833",5,6
19912854,"40.68128,-73.93884",19,5
19913070,"40.69723,-73.93769",8,7
19913191,"40.75774,-73.99225",211,4
19913497,"40.71913,-73.95769",75,12
19913714,"40.70564,-73.92774",43,3
19913761,"40.71136,-73.99391",116,26
19913783,"40.81671,-73.94013",9,7
19914209,"40.68558,-73.78018",2,3
19914250,"40.75996,-73.99798",66,7
19914762,"40.72177,-73.99675",162,9
19915204,"40.77295,-73.90512",18,3
19915657,"40.77324,-73.90385",19,4
19915939,"40.77321,-73.90447",20,3
19919747,"40.76054,-73.99066",200,4
19922292,"40.69341,-73.94789",6,8
19922819,"40.69425,-73.93325",13,8
19923041,"40.67014,-73.99276",17,2
19923377,"40.70476,-73.92942",41,4
19923426,"40.67783,-73.94209",10,5
19924521,"40.70208,-73.93258",26,7
19925397,"40.84899,-73.90375",0,9
19928987,"40.7593,-73.95967",41,7
19929209,"40.74838,-73.97695",139,4
19929279,"40.69539,-73.9666",21,8
19929723,"40.60609,-74.0888",0,1
19929904,"40.69956,-73.89801",35,2
19930489,"40.60613,-74.08907",0,1
19930641,"40.70053,-73.92589",42,2
19930835,"40.60618,-74.08712",0,2
19931069,"40.76284,-73.99226",141,5
19931860,"40.76394,-73.97825",137,7
19932387,"40.73179,-73.72179",2,1
19932802,"40.7292,-73.99964",179,19
19933872,"40.71947,-73.95958",68,6
19933967,"40.74948,-73.97685",144,6
19936586,"40.69499,-73.94921",7,6
19940173,"40.7823,-73.94736",66,7
19940410,"40.71199,-73.94004",23,2
19942242,"40.62468,-73.94532",0,3
19942348,"40.71103,-74.00845",115,21
19943029,"40.68198,-73.94086",19,8
19943440,"40.73447,-74.00266",132,21
19943741,"40.7216,-73.99721",166,7
19943797,"40.67806,-73.94459",17,4
19944735,"40.76994,-73.90659",17,2
19944880,"40.71312,-73.9617",87,19
19945196,"40.63652,-73.90015",0,1
19945327,"40.76602,-73.98323",146,6
19945408,"40.76245,-73.99235",146,4
19945772,"40.64206,-73.97172",17,0
19945811,"40.69425,-73.99503",35,7
19946195,"40.67677,-73.97954",83,5
19946965,"40.79982,-73.96411",62,13
19948170,"40.73319,-74.00435",160,23
19948618,"40.76309,-73.99214",142,5
19948995,"40.71493,-73.95995",103,11
19949135,"40.80419,-73.95473",34,10
19949138,"40.68626,-74.00141",26,3
19949310,"40.68322,-73.91702",13,6
19949403,"40.71015,-73.955",56,21
19949634,"40.73636,-73.95797",12,5
19950255,"40.82788,-73.94835",24,7
19950630,"40.80472,-73.94077",14,11
19951170,"40.67233,-73.93998",2,2
19951242,"40.7191,-73.9617",67,8
19951265,"40.71797,-73.96628",31,6
19951620,"40.65903,-73.96035",10,2
19951681,"40.76254,-73.91533",67,2
19952226,"40.65447,-73.95631",6,4
19952747,"40.77148,-73.90545",20,1
19952847,"40.64323,-73.95086",2,0
19954367,"40.82086,-73.94486",9,8
19954751,"40.76122,-73.99129",172,4
19958302,"40.71365,-74.0053",99,21
19960443,"40.7817,-73.94731",76,7
19960507,"40.67798,-74.00787",10,5
19960519,"40.70338,-73.91879",63,1
19961187,"40.73502,-73.98612",106,5
19963641,"40.69653,-73.97439",9,5
19963733,"40.69677,-73.99599",23,9
19964062,"40.7698,-73.92009",40,7
19964070,"40.71236,-73.96668",48,10
19964109,"40.66725,-73.88876",0,8
19964262,"40.66535,-73.8891",0,7
19964343,"40.6455,-73.9444",2,0
19964849,"40.77285,-73.95566",115,1
19965684,"40.76531,-73.92413",65,2
19966023,"40.72897,-73.9811",103,13
19967115,"40.76297,-73.91696",79,2
19967297,"40.82329,-73.95184",16,7
19967657,"40.71624,-73.98935",151,21
19968221,"40.68192,-73.9908",47,6
19968388,"40.84218,-73.93676",6,7
19968961,"40.74286,-74.001",111,5
19969013,"40.69235,-73.94888",8,6
19969420,"40.70743,-74.00785",157,22
19969461,"40.5967,-73.96041",6,1
19970186,"40.7347,-73.98665",112,5
19970216,"40.713,-73.98986",72,24
19970249,"40.71649,-73.96176",93,10
19970350,"40.58085,-74.15443",0,2
19970764,"40.72337,-73.99057",187,10
19974905,"40.83805,-73.85867",1,11
19975703,"40.66084,-73.96001",8,2
19977131,"40.71634,-73.96469",65,8
19979480,"40.68875,-73.90943",10,2
19979771,"40.68552,-73.97167",55,8
19979892,"40.58745,-73.95709",14,5
19979903,"40.77233,-73.911",34,4
19980048,"40.73275,-74.006",135,23
19980277,"40.69401,-73.973",24,7
19980512,"40.72795,-73.9831",128,10
19981092,"40.85263,-73.9352",22,5
19981294,"40.74023,-73.97847",87,7
19981584,"40.67295,-73.95646",34,3
19981649,"40.72697,-73.98509",157,13
19981671,"40.76626,-73.94058",2,6
19981877,"40.80266,-73.93904",13,10
19981889,"40.81793,-73.94149",13,6
19982386,"40.74279,-74.00193",114,5
19983575,"40.80257,-73.93987",13,9
19984134,"40.76112,-73.82327",22,2
19984925,"40.80356,-73.94034",14,10
19985199,"40.68507,-73.91329",9,4
19985425,"40.66912,-73.94337",1,1
19986637,"40.74547,-73.87746",30,10
19991488,"40.69287,-73.92939",7,7
19993084,"40.68925,-73.95452",17,6
19993470,"40.73,-73.99253",113,4
19994533,"40.7248,-73.98774",188,12
19996712,"40.6758,-73.9415",10,5
19996830,"40.66225,-73.95894",12,2
19997141,"40.6534,-73.9439",0,1
19997686,"40.72612,-73.95419",51,7
19998416,"40.67513,-73.95714",35,3
19998620,"40.75553,-73.83307",33,3
19998689,"40.75705,-73.91459",26,4
19998918,"40.77058,-73.95666",91,0
19999527,"40.83384,-73.8863",2,11
19999906,"40.69627,-73.92265",22,6
20000184,"40.68174,-73.90733",3,4
20000260,"40.65507,-73.96094",5,5
20000290,"40.64063,-73.96348",15,0
20000421,"40.80895,-73.95266",42,6
20000820,"40.69613,-73.90768",50,3
20001006,"40.67051,-73.95166",21,0
20001157,"40.67077,-73.93618",4,2
20002262,"40.72384,-73.98407",150,15
20004647,"40.85801,-73.93113",6,7
20005568,"40.82952,-73.95064",23,3
20006934,"40.76621,-73.98516",133,6
20007899,"40.69639,-73.9343",12,8
20008527,"40.80305,-73.9403",14,9
20009122,"40.76764,-73.98468",121,12
20010930,"40.70792,-73.89808",32,1
20011434,"40.71088,-73.95099",45,14
20011863,"40.62567,-73.93784",0,1
20012263,"40.6839,-73.94452",12,5
20013255,"40.80263,-73.96458",67,11
20013291,"40.74564,-73.97593",111,10
20013531,"40.69682,-73.92318",23,7
20014072,"40.85145,-73.86129",2,0
20014141,"40.79271,-73.97272",65,10
20014534,"40.71385,-73.93739",4,1
20014879,"40.86372,-73.92789",12,6
20014895,"40.72338,-73.98293",120,12
20015002,"40.70447,-73.91559",37,0
20015668,"40.82755,-73.945",26,8
20015736,"40.82278,-73.94199",8,11
20016090,"40.69093,-73.9449",3,8
20016469,"40.72008,-73.99612",194,13
20016493,"40.7256,-73.99487",155,13
20016975,"40.75685,-73.96388",56,10
20017121,"40.69444,-73.95257",9,8
20017161,"40.65985,-73.96169",9,1
20017584,"40.68967,-73.95514",17,4
20017636,"40.71692,-73.98321",64,19
20017753,"40.68985,-73.95317",14,7
20018667,"40.68336,-73.93578",17,6
20022549,"40.74905,-73.86499",11,5
20025456,"40.8077,-73.94345",21,8
20026248,"40.59082,-73.80328",0,5
20026598,"40.70451,-73.92062",51,1
34600508,"40.76414,-73.96728",60,4
34601499,"40.823,-73.93966",5,11
34601569,"40.59842,-73.95667",10,1
34602077,"40.76424,-73.92351",72,2
34602480,"40.69136,-73.94761",7,6
34602589,"40.7804,-73.94556",63,5
34602779,"40.71512,-73.95093",66,11
34603173,"40.57835,-73.96407",9,7
34604195,"40.74412,-73.97609",93,7
34605017,"40.76452,-73.9251",65,1
34605049,"40.76371,-73.91784",87,3
34605801,"40.70791,-73.8959",27,1
34606202,"40.6827,-73.84274",2,2
34607249,"40.81942,-73.95796",9,11
34607651,"40.80013,-73.93742",19,6
34607764,"40.79466,-73.94032",32,3
34608937,"40.75546,-73.99416",147,4
34613254,"40.76134,-73.99299",140,4
34614782,"40.71912,-73.95727",76,11
34615705,"40.77212,-73.98641",49,15
34616078,"40.69587,-73.84798",11,2
34617093,"40.68899,-73.91616",11,2
34617886,"40.6966,-73.91934",26,5
34618352,"40.68366,-73.92011",11,5
34619743,"40.72455,-73.94633",40,9
34620162,"40.72052,-73.73628",3,2
34620353,"40.85833,-73.93402",9,4
34620781,"40.63313,-74.00598",24,4
34620880,"40.77221,-73.98085",44,12
34621137,"40.63531,-74.00522",33,2
34621157,"40.6354,-74.00576",32,4
34621385,"40.70296,-73.92662",51,3
34622133,"40.67771,-73.92356",2,5
34622597,"40.63275,-74.02946",18,0
34623269,"40.72176,-74.00448",101,14
34623352,"40.77706,-73.98383",44,14
34624240,"40.79905,-73.94453",13,6
34625721,"40.67939,-73.94187",13,5
34625967,"40.68633,-73.93805",12,3
34626069,"40.74923,-73.94847",26,8
34626927,"40.59495,-73.78869",0,5
34628898,"40.70603,-73.89562",29,2
34629490,"40.76283,-73.99168",149,5
34629692,"40.71761,-73.98233",60,18
34629887,"40.85374,-73.86416",2,2
34638258,"40.82369,-73.94018",5,12
34638990,"40.68587,-73.96434",29,4
34639878,"40.68736,-73.97639",40,9
34640201,"40.6924,-73.91448",17,4
34640995,"40.73437,-74.00739",82,22
34641120,"40.75893,-73.99",232,6
34641992,"40.80553,-73.94928",40,5
34642119,"40.72877,-73.98848",181,7
34643618,"40.76215,-73.95056",2,11
34643695,"40.83513,-73.91093",0,8
34644063,"40.73825,-73.98184",94,8
34644152,"40.83123,-73.82784",0,3
34644243,"40.73676,-73.98685",119,6
34645029,"40.76762,-73.95693",61,2
34645293,"40.70065,-73.92446",52,4
34645572,"40.83144,-73.82791",0,3
34646105,"40.7007,-73.92491",50,2
34646217,"40.749,-73.99579",99,5
34646244,"40.68296,-73.91255",6,5
34646398,"40.69026,-73.93235",5,5
34646805,"40.6999,-73.92441",45,4
34647032,"40.75896,-73.98216",209,6
34647478,"40.70372,-73.9067",61,1
34647648,"40.59932,-73.95936",5,3
34647727,"40.7573,-73.98043",149,7
34648133,"40.67759,-73.91856",1,8
34648330,"40.70239,-73.90381",58,1
34648504,"40.76767,-73.98914",76,11
34649031,"40.7317,-74.00395",190,21
34649628,"40.8303,-73.9407",9,9
34649950,"40.74798,-73.98751",206,5
34650619,"40.62886,-73.89225",0,3
34650667,"40.76383,-73.98704",191,9
34650966,"40.82414,-73.95393",14,7
34651712,"40.72472,-73.98251",121,15
34651745,"40.8285,-73.94219",11,9
34651960,"40.70312,-73.92071",63,2
34652342,"40.82978,-73.94022",9,11
34652720,"40.57825,-74.10902",1,1
34652761,"40.69474,-73.96655",22,9
34653238,"40.68661,-73.96717",38,6
34653507,"40.73624,-73.97966",34,8
34653572,"40.67634,-74.01009",11,6
34653695,"40.76436,-73.95669",35,5
34654078,"40.82285,-73.90198",1,12
34654811,"40.7125,-73.87703",7,2
34655267,"40.74661,-73.90301",21,8
34656064,"40.7154,-73.91148",8,2
34656150,"40.66064,-73.99888",11,1
34656363,"40.78673,-73.97304",85,6
34658339,"40.79056,-73.97306",68,9
34659522,"40.83717,-73.85738",3,11
34659944,"40.74674,-74.00316",67,6
34664546,"40.77257,-73.80125",1,5
34665010,"40.69101,-73.8486",12,2
34665824,"40.79952,-73.94592",14,5
34666999,"40.70358,-73.98316",10,8
34668348,"40.71713,-73.98541",103,23
34670157,"40.6431,-73.99175",5,5
34670295,"40.62094,-74.02422",22,4
34670423,"40.86284,-73.92704",12,8
34670547,"40.67332,-73.79682",1,2
34670672,"40.58817,-73.79513",1,5
34671704,"40.71373,-73.96743",39,5
34672846,"40.70757,-74.00788",159,22
34673353,"40.76103,-73.97996",193,7
34673695,"40.68993,-73.75695",0,1
34673706,"40.71801,-73.95244",67,13
34674199,"40.68746,-73.9576",23,4
34675072,"40.72646,-74.00213",161,25
34675093,"40.7545,-73.99954",52,8
34676486,"40.76465,-73.98812",158,9
34677950,"40.6845,-73.92454",10,6
34677972,"40.62281,-73.93446",2,1
34678207,"40.72162,-73.98732",158,15
34678628,"40.71145,-73.96749",34,11
34678758,"40.72757,-73.98336",132,11
34678944,"40.7176,-73.99728",241,16
34679559,"40.72617,-73.81178",3,5
34679833,"40.67759,-73.94991",20,4
34679993,"40.762,-73.9634",68,6
34680877,"40.66694,-73.99405",16,3
34680900,"40.75706,-73.96679",94,7
34681035,"40.80672,-73.95712",36,15
34681488,"40.87874,-73.84746",0,1
34681597,"40.76387,-73.9809",175,7
34681778,"40.68952,-73.90919",10,2
34683256,"40.71098,-73.99426",99,27
34683938,"40.76832,-73.93576",10,5
34684535,"40.72545,-73.98212",114,13
34684755,"40.67385,-73.94639",8,2
34684980,"40.70721,-74.00559",139,21
34685343,"40.72566,-73.93972",7,4
34685997,"40.58927,-73.79514",1,5
34686108,"40.80317,-73.95559",32,9
34686293,"40.85658,-73.93021",4,7
34686619,"40.61753,-74.00221",12,2
34686718,"40.76417,-73.92898",36,2
34687035,"40.73759,-73.89704",2,7
34687140,"40.60475,-73.99213",4,2
34687192,"40.75722,-73.92716",40,3
34687393,"40.74493,-73.98484",207,4
34688096,"40.69854,-73.92642",27,4
34688471,"40.66646,-73.8734",0,1
34688735,"40.76402,-73.81976",6,1
34688764,"40.69847,-73.92478",32,4
34690202,"40.65973,-73.96102",9,1
34690725,"40.74771,-73.93684",25,6
34692728,"40.76364,-73.82292",19,2
34698543,"40.82639,-73.93894",3,11
34702046,"40.75019,-73.81435",6,2
34702516,"40.73844,-73.86302",8,5
34704536,"40.76425,-73.90981",27,1
34705150,"40.67693,-73.9369",9,6
34705589,"40.72904,-74.00119",185,19
34705719,"40.80641,-73.95518",41,12
34706349,"40.80977,-73.95813",30,14
34706620,"40.71125,-73.96116",68,27
34706742,"40.73283,-73.98228",89,9
34707625,"40.67522,-74.01139",13,6
34708585,"40.73308,-73.95704",25,5
34708657,"40.79803,-73.94185",19,4
34708692,"40.7099,-73.9649",44,17
34709658,"40.75445,-73.99707",109,8
34710643,"40.68847,-73.93897",2,4
34710645,"40.71469,-73.95401",92,16
34710747,"40.72861,-73.98252",123,12
34711204,"40.74822,-73.98555",199,4
34711249,"40.70679,-74.00689",153,22
34711272,"40.72486,-73.98121",100,15
34711540,"40.7203,-73.99679",188,10
34711823,"40.67379,-73.95726",36,3
34714078,"40.70826,-74.00475",129,19
34714207,"40.66873,-73.95243",19,1
34714231,"40.74674,-73.98735",207,6
34714305,"40.70863,-74.00541",132,18
34714579,"40.67493,-73.94828",15,3
34715542,"40.62987,-74.02655",15,0
34715931,"40.80852,-73.9306",2,12
34716310,"40.7768,-73.95166",121,1
34716458,"40.75613,-73.96904",107,10
34716516,"40.71872,-73.95949",77,9
34717211,"40.80869,-73.9317",2,10
34717395,"40.74545,-73.86927",5,3
34717733,"40.72774,-73.73462",0,2
34718010,"40.67755,-73.91598",2,7
34718143,"40.86592,-73.9217",12,4
34718342,"40.67745,-73.91474",1,7
34718463,"40.80996,-73.93172",3,9
34718504,"40.79419,-73.9735",70,7
34718633,"40.80838,-73.93091",2,12
34719445,"40.74125,-73.98297",168,5
34719841,"40.7063,-73.89884",37,1
34721719,"40.85368,-73.90172",0,10
34721879,"40.79247,-73.94892",32,9
33747879,"40.76,-73.82466",29,5
33748535,"40.66195,-73.8936",1,6
33749115,"40.75452,-73.97092",105,8
33749547,"40.70621,-73.93663",22,3
33749699,"40.68523,-73.90665",2,3
33749769,"40.74116,-73.86705",4,1
33750981,"40.7684,-73.92066",58,4
33751577,"40.70563,-74.00919",149,21
33751903,"40.71839,-73.94621",48,11
33752082,"40.73612,-73.89519",2,2
33753198,"40.67468,-73.96149",45,3
33760723,"40.55762,-74.19626",0,1
33763207,"40.63112,-73.99532",0,1
33765725,"40.86674,-73.8428",2,4
33766115,"40.73684,-74.00844",76,13
33766179,"40.6316,-73.94559",1,1
33767467,"40.70734,-73.96417",17,16
33767710,"40.71692,-73.83439",20,7
33769887,"40.6752,-73.8552",1,7
33769930,"40.87079,-73.91961",11,4
33771250,"40.75104,-73.9852",165,5
33771697,"40.7762,-73.98028",47,10
33772674,"40.68581,-73.9833",37,5
33772781,"40.73036,-73.98701",162,7
33773521,"40.70657,-73.72932",0,5
33774081,"40.66377,-73.76785",1,1
33774162,"40.76483,-73.98975",119,6
33774285,"40.66641,-73.89133",0,8
33775190,"40.7528,-73.97092",103,13
33775328,"40.70416,-73.98999",22,15
33775765,"40.70238,-73.99181",28,20
33775845,"40.7203,-73.99663",188,12
33775898,"40.80717,-73.94386",22,8
33776235,"40.72241,-73.98554",150,16
33776470,"40.76494,-73.97822",132,7
33776553,"40.79834,-73.94337",17,5
33776576,"40.75845,-73.9111",17,4
33777266,"40.76051,-73.98792",241,5
33777889,"40.70403,-73.9428",8,5
33778143,"40.76111,-73.88408",4,5
33778352,"40.75625,-73.96416",55,9
33779447,"40.76829,-73.92625",36,3
33780071,"40.78582,-73.95546",31,4
33780177,"40.60471,-74.00243",12,0
33780216,"40.76649,-73.92356",54,3
33780377,"40.57453,-74.00828",0,0
33781074,"40.67533,-73.94889",15,3
33781532,"40.74615,-73.98872",204,6
33782555,"40.71483,-73.99801",182,22
33782653,"40.64695,-73.93121",0,1
33783249,"40.74501,-73.98319",208,5
33783359,"40.77123,-73.98782",43,14
33783445,"40.76409,-73.82928",41,4
33784647,"40.71704,-73.95799",97,16
33785223,"40.75839,-73.91191",20,4
33785477,"40.69682,-73.93067",19,6
33787433,"40.80143,-73.91353",1,6
33787438,"40.74469,-73.98037",177,5
33787778,"40.81342,-73.9565",26,13
33787919,"40.76061,-73.98589",241,4
33788019,"40.80273,-73.91519",2,6
33789647,"40.76429,-73.90967",26,1
33791537,"40.59908,-73.79133",0,4
33796136,"40.74613,-73.94141",25,11
33796251,"40.68807,-73.95426",19,6
33796992,"40.71554,-73.96225",92,9
33797564,"40.66623,-73.92874",1,1
33797672,"40.7613,-73.96152",60,6
33798189,"40.74496,-73.90779",20,9
33798389,"40.84008,-73.93684",3,5
33798718,"40.76124,-74.00059",17,4
33800016,"40.75661,-73.96396",56,11
33800548,"40.75908,-73.80845",1,3
33800823,"40.7867,-73.97594",89,6
33800856,"40.76037,-73.99171",182,4
33801117,"40.68129,-73.93437",19,5
33801421,"40.69266,-73.94431",3,7
33801781,"40.72059,-73.98514",126,19
33802074,"40.87724,-73.85047",0,0
33803252,"40.82807,-73.82418",0,1
33804063,"40.69767,-73.93096",18,5
33804180,"40.52293,-74.21238",2,1
33804214,"40.74263,-73.97639",86,6
33806317,"40.72152,-73.98625",140,18
33807644,"40.71092,-73.96717",38,13
33808226,"40.7215,-73.99171",205,15
33808368,"40.69054,-73.92793",4,6
33808465,"40.61326,-73.94742",0,4
33808634,"40.68557,-73.97288",52,8
33809888,"40.77203,-73.95344",106,1
33810134,"40.77181,-73.953",92,1
33810243,"40.77019,-73.95449",83,1
33810572,"40.76661,-73.99082",69,9
33810599,"40.71138,-74.00834",117,23
33812239,"40.72919,-73.98151",108,12
33820675,"40.70927,-73.82948",11,4
33822605,"40.6783,-73.91055",3,6
33823598,"40.68687,-73.76809",2,3
33825679,"40.70961,-73.95598",47,18
33826205,"40.68444,-73.95434",18,2
33826775,"40.70783,-73.94346",14,5
33827757,"40.69117,-73.92805",4,6
33827823,"40.8273,-73.94952",24,5
33828402,"40.79961,-73.95961",30,10
33828501,"40.76996,-73.95771",77,2
33828528,"40.7999,-73.95962",30,10
33828595,"40.79848,-73.95983",31,7
33828709,"40.7334,-74.00075",164,21
33828807,"40.63402,-74.0025",18,2
33829141,"40.79834,-73.96117",31,8
33829512,"40.80004,-73.96066",37,10
33829538,"40.75746,-73.98795",251,6
33829619,"40.70657,-73.82903",9,4
33830012,"40.6602,-73.98052",20,1
33830298,"40.79972,-73.96107",34,10
33830393,"40.79812,-73.96082",29,7
33830460,"40.72554,-73.98875",188,14
33830513,"40.80037,-73.9594",36,10
33830665,"40.79863,-73.96103",33,8
33831016,"40.80035,-73.96106",39,10
33831074,"40.79995,-73.96139",40,10
33831113,"40.70713,-74.01205",147,23
33831116,"40.70621,-74.01199",139,23
33831120,"40.70761,-74.01078",157,25
33831129,"40.71339,-73.96112",92,18
33831138,"40.80006,-73.96095",37,10
33831221,"40.80036,-73.96075",41,10
33831236,"40.65239,-73.94454",0,1
33832027,"40.7201,-73.83723",17,7
33832840,"40.7011,-73.92194",57,4
33833257,"40.67994,-73.9135",3,5
33833470,"40.70779,-74.01249",143,23
33833596,"40.80238,-73.96737",64,9
33833636,"40.70709,-74.01037",155,24
33833725,"40.72825,-74.0033",176,20
33833887,"40.70701,-74.01117",151,23
33834873,"40.71216,-73.94246",27,2
33835358,"40.70697,-73.92401",34,2
33835408,"40.75966,-73.99277",168,4
33835470,"40.67965,-73.91168",4,6
33836115,"40.76853,-73.96407",38,3
33837065,"40.73393,-74.00552",126,23
33845173,"40.66945,-73.95717",24,2
33845393,"40.66999,-73.95959",28,5
33846501,"40.64683,-73.93003",0,2
33847217,"40.76402,-73.89098",3,5
33849375,"40.67093,-73.97555",20,2
33849970,"40.7387,-73.8771",35,8
33850135,"40.74034,-74.00084",106,11
33850661,"40.76921,-73.99239",33,8
33851532,"40.76347,-73.98776",192,9
33851754,"40.68325,-73.98126",51,5
33851822,"40.69077,-73.92667",4,6
33851889,"40.86202,-73.92771",9,6
33852169,"40.72485,-73.98422",169,18
33852557,"40.7958,-73.93766",30,2
33852604,"40.6605,-73.94767",2,3
33853158,"40.57859,-73.95962",8,7
33853642,"40.90406,-73.86286",3,5
33853876,"40.75939,-73.99501",128,6
33853889,"40.85719,-73.93048",4,7
33854066,"40.68078,-73.91283",4,6
33854406,"40.83516,-73.86024",9,9
33855726,"40.68773,-73.91039",11,2
